Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),capture_rate
Queens West,QW01,12,2015,June,77.73950392,53.48194535,66.52834989,860.8395276
Queens West,QW01,8,2015,February,78.16297677,50.79961737,81.61294355,779.9644881
Queens West,QW01,4,2015,October,74.13816839,48.42331699,73.88737161,728.6499936
Queens West,QW01,5,2015,November,79.4047673,49.4223895,72.48713475,979.2821745
Queens West,QW01,6,2015,December,74.79461153,50.41576447,66.23157681,663.9521769
Queens West,QW01,3,2016,September,73.79967744,48.43516263,79.63271851,710.4089182
Queens West,QW01,12,2016,June,74.28354706,51.40865147,72.27815131,709.4331752
Queens West,QW01,1,2016,July,73.49321925,48.84650815,62.36303428,657.6070601
Queens West,QW01,9,2016,March,74.83876453,44.22418109,72.56644865,670.3628676
Queens West,QW01,8,2016,February,75.96993835,50.32035045,80.44242538,691.2073502
Queens West,QW01,10,2016,April,78.35403181,49.53080233,76.28254015,887.7354109
Queens West,QW01,2,2016,August,79.25633523,48.07814939,62.32499714,908.0268142
Queens West,QW01,11,2016,May,78.37158368,50.11399852,73.55772821,891.0945644
Queens West,QW01,7,2016,January,80.14984072,45.52322608,68.25562031,903.7219617
Queens West,QW01,4,2016,October,78.29952573,49.44460604,79.78998441,907.4258976
Queens West,QW01,5,2016,November,79.44072163,47.32959398,84.39886556,971.0623332
Queens West,QW01,6,2016,December,74.95355068,50.64666164,70.59003911,664.3978333
Queens West,QW01,2,2017,August,75.05296456,49.83806252,68.18902774,704.7813153
Queens West,QW01,9,2017,March,75.2670021,46.30369368,73.59628666,680.7066392
Queens West,QW01,7,2017,January,79.08479355,49.26503993,77.97778332,823.0134119
Queens West,QW01,10,2017,April,77.64613568,49.91304727,75.99828849,851.4081259
Queens West,QW01,3,2017,September,77.53594795,49.71553244,84.19948698,862.2241437
Queens West,QW01,1,2017,July,78.26851653,50.44019434,69.58763711,840.4194684
Queens West,QW01,11,2017,May,73.5460588,49.56885669,71.34438272,686.9666999
Queens West,QW01,8,2017,February,76.43267903,45.09383102,74.83380353,726.4735509
Queens West,QW01,12,2017,June,78.02458229,52.08088633,73.60051997,868.751996
Queens West,QW01,4,2017,October,78.13227974,49.11724956,83.51064647,894.7972253
Queens West,QW01,6,2017,December,79.22959028,52.06997444,72.15700891,841.2563676
Queens West,QW01,5,2017,November,75.00495871,50.55445444,83.32396056,739.8393333
Queens West,QW01,7,2018,January,78.47739933,50.75944419,86.14855956,778.6846131
Queens West,QW01,1,2018,July,77.59826445,48.58758322,67.7197083,814.7312578
Queens West,QW01,12,2018,June,77.97854276,51.65107238,74.05727983,866.7537175
Queens West,QW01,3,2018,September,77.77471445,47.90597923,85.74796206,876.4936434
Queens West,QW01,8,2018,February,79.90725673,52.45471907,86.90287088,854.7465746
Queens West,QW01,9,2018,March,79.09396744,45.57401109,73.76565708,847.7825118
Queens West,QW01,11,2018,May,73.13809785,46.98182484,70.89958485,677.6091112
Queens West,QW01,10,2018,April,78.03489414,49.90310632,77.32747739,869.04366
Queens West,QW01,2,2018,August,75.00710769,47.7651478,69.50428285,705.2338117
Queens West,QW01,4,2018,October,78.42004956,46.87506057,84.07426525,914.7380834
Queens West,QW01,5,2018,November,74.80166692,47.94918778,83.8591991,739.5207603
Queens West,QW01,6,2018,December,79.55955124,50.03587993,73.8671871,861.0084396
Queens West,QW01,2,2019,August,74.69241285,50.25174825,68.19626744,690.6592672
Queens West,QW01,3,2019,September,76.94764674,50.28674915,85.05454371,831.6148953
Queens West,QW01,1,2019,July,77.59655756,48.94668973,68.36618654,813.0114509
Queens West,QW01,4,2019,October,73.61878656,47.54628873,84.92908413,700.3997579
Queens West,QW01,5,2019,November,78.50431441,49.27199047,84.25647794,905.8414423
Queens West,QW01,6,2019,December,78.77668224,49.33386043,70.27911357,818.2478679
Queens West,QW02,10,2005,April,77.44932336,61.3710232,66.4574968,829.8795742
Queens West,QW02,7,2005,January,80.01006376,52.29026268,60.28833422,899.4446962
Queens West,QW02,11,2005,May,78.12622929,59.53233469,64.81397649,869.3410698
Queens West,QW02,9,2005,March,75.0290523,56.67672746,64.27998088,662.4571044
Queens West,QW02,12,2005,June,74.53816493,58.47280258,68.72185457,710.1128947
Queens West,QW02,1,2006,July,78.09417043,54.40377042,60.70266894,835.9676296
Queens West,QW02,10,2006,April,78.5841394,59.60289305,63.64460834,894.6027264
Queens West,QW02,11,2006,May,74.33251771,56.23918599,60.53002042,715.5025066
Queens West,QW02,8,2006,February,76.77717983,48.78438489,59.0986709,751.7512676
Queens West,QW02,9,2006,March,75.52851077,53.02095147,60.63526294,691.7483422
Queens West,QW02,7,2006,January,79.65755502,54.43237774,63.64519253,865.3195917
Queens West,QW02,2,2006,August,74.94346994,58.66706941,58.60052307,696.1874264
Queens West,QW02,12,2006,June,78.56180852,58.08072184,61.59148101,899.7340812
Queens West,QW02,3,2006,September,78.2032881,57.38626354,74.56840038,889.9293797
Queens West,QW02,4,2006,October,77.89763543,58.55361433,72.37350081,874.1213639
Queens West,QW02,5,2006,November,75.55640312,56.97326332,72.57904,747.9855679
Queens West,QW02,6,2006,December,80.28743219,57.45234216,59.88692529,902.4864826
Queens West,QW02,10,2007,April,78.25456979,58.02350888,57.28816042,889.5627538
Queens West,QW02,1,2007,July,77.46401782,50.34666806,56.03474977,820.816359
Queens West,QW02,7,2007,January,76.20135339,53.51282098,54.23469504,718.8261232
Queens West,QW02,2,2007,August,75.65207948,57.0048101,57.39302123,727.8257887
Queens West,QW02,12,2007,June,78.88566937,58.30985904,55.2550452,925.7616655
Queens West,QW02,9,2007,March,78.99390352,55.29716755,51.37333294,850.0765885
Queens West,QW02,3,2007,September,77.85836119,55.16317756,69.07427654,883.9435625
Queens West,QW02,11,2007,May,74.18977302,54.76331983,54.46995858,719.4262974
Queens West,QW02,8,2007,February,76.8652812,50.79826801,55.27893331,755.8445513
Queens West,QW02,4,2007,October,78.7212759,58.06229803,66.40785213,926.2840015
Queens West,QW02,6,2007,December,79.71249507,55.66845553,49.40556516,890.0802801
Queens West,QW02,5,2007,November,75.38805342,57.8710638,60.65813066,742.2810825
Queens West,QW02,9,2008,March,79.55071186,50.37345118,57.52570901,882.84707
Queens West,QW02,7,2008,January,76.3018107,52.9237182,58.5136182,717.9354539
Queens West,QW02,1,2008,July,78.30490819,54.56547584,53.76451561,855.9776617
Queens West,QW02,10,2008,April,74.63192066,59.04553883,57.20182603,725.4619942
Queens West,QW02,3,2008,September,78.28931874,55.14275725,63.36509058,913.5525896
Queens West,QW02,2,2008,August,74.73237716,56.05503446,51.31758519,701.6486123
Queens West,QW02,12,2008,June,78.41307643,55.6151536,56.21554883,904.8148621
Queens West,QW02,11,2008,May,78.82817172,54.85248868,54.79922491,931.2024224
Queens West,QW02,8,2008,February,76.78143717,51.09124052,57.45969538,749.0522815
Queens West,QW02,4,2008,October,74.72842238,55.15767582,64.65941507,747.7963833
Queens West,QW02,5,2008,November,79.74485075,54.81846526,62.54186111,976.8625497
Queens West,QW02,6,2008,December,79.7074221,52.7202286,51.20968583,894.5862531
Queens West,QW02,10,2009,April,74.88757762,52.11025883,66.4224838,737.7398225
Queens West,QW02,7,2009,January,81.02156496,50.30507999,66.12230669,950.3562061
Queens West,QW02,12,2009,June,78.45607133,57.67619009,62.27501057,894.0813191
Queens West,QW02,1,2009,July,74.58272663,53.62960444,54.47160048,696.7238844
Queens West,QW02,11,2009,May,78.38760884,50.14397606,62.06972485,907.6966143
Queens West,QW02,8,2009,February,77.28875852,47.13384576,66.23282706,768.5408224
Queens West,QW02,2,2009,August,79.98056629,55.26900098,53.493636,946.2128706
Queens West,QW02,9,2009,March,80.10124215,46.53680846,63.42222503,914.7326213
Queens West,QW02,3,2009,September,78.45499511,55.51843235,66.27970959,918.0032513
Queens West,QW02,4,2009,October,75.33364121,52.79998362,69.81984711,771.715831
Queens West,QW02,5,2009,November,80.31012644,51.81594653,67.46568627,"1,036.55"
Queens West,QW02,6,2009,December,76.29075448,53.18911486,61.12512427,720.2755279
Queens West,QW02,3,2010,September,74.22224745,49.55650215,70.53492126,732.9995905
Queens West,QW02,1,2010,July,74.13934669,49.49368495,59.92095078,681.6315937
Queens West,QW02,2,2010,August,79.22731553,50.40139284,59.73980236,905.0137926
Queens West,QW02,9,2010,March,74.11264142,49.25473021,58.08617614,651.1696571
Queens West,QW02,11,2010,May,78.55134288,54.97612994,59.68134602,908.8836378
Queens West,QW02,10,2010,April,78.47409041,51.37556754,61.13316945,910.8611841
Queens West,QW02,8,2010,February,78.83886377,46.53074015,59.13667175,852.4344106
Queens West,QW02,7,2010,January,80.80161966,50.99065778,67.152376,930.2671368
Queens West,QW02,12,2010,June,74.96756502,52.38422113,61.40727179,746.0837933
Queens West,QW02,4,2010,October,79.29001901,51.21415472,69.61125794,971.6862933
Queens West,QW02,6,2010,December,76.39042125,52.72483151,58.44491627,728.3733108
Queens West,QW02,5,2010,November,80.08272814,50.70036287,62.6272045,"1,031.40"
Queens West,QW02,11,2011,May,78.32450733,51.22016145,56.34714908,909.7682753
Queens West,QW02,10,2011,April,78.60730194,51.92514499,63.37554556,913.7068697
Queens West,QW02,1,2011,July,78.68674221,49.30867178,53.86550572,887.0991914
Queens West,QW02,3,2011,September,74.29630918,51.86335011,70.21446263,731.7683281
Queens West,QW02,12,2011,June,74.52582453,52.4817919,56.97072661,733.5791086
Queens West,QW02,2,2011,August,79.43987254,51.85104266,54.40696773,921.6486193
Queens West,QW02,8,2011,February,75.60926628,48.89610881,61.82361992,701.5716689
Queens West,QW02,7,2011,January,79.0269657,47.59768295,58.59800658,860.3138462
Queens West,QW02,9,2011,March,74.81956469,47.93459157,56.97919805,679.5283601
Queens West,QW02,4,2011,October,79.00086517,51.38866282,66.36034308,958.5520126
Queens West,QW02,5,2011,November,80.27914359,50.11194217,65.84204263,"1,041.34"
Queens West,QW02,6,2011,December,80.21362141,51.5039441,59.53570131,914.147847
Queens West,QW02,7,2012,January,80.73747465,51.23226731,68.16083033,922.6103379
Queens West,QW02,9,2012,March,79.77867533,46.05255641,61.25635023,900.8417621
Queens West,QW02,11,2012,May,74.32585571,52.62976172,56.56125558,726.0970411
Queens West,QW02,10,2012,April,79.02589295,51.23813327,60.42735766,942.7294115
Queens West,QW02,8,2012,February,72.90686767,49.20417442,60.67731182,609.6150667
Queens West,QW02,2,2012,August,74.80380735,49.66013323,51.16870403,715.9179885
Queens West,QW02,12,2012,June,78.94379692,57.55002194,58.687272,925.88034
Queens West,QW02,1,2012,July,79.05783198,50.83841275,53.28148858,904.476024
Queens West,QW02,3,2012,September,77.83039782,50.47479796,66.07415657,896.9487022
Queens West,QW02,4,2012,October,79.04453869,54.43298612,65.43914324,954.7010954
Queens West,QW02,6,2012,December,80.01346682,53.63555726,55.76356125,902.8050915
Queens West,QW02,5,2012,November,75.66563081,53.74928972,66.28094141,787.5013316
Queens West,QW02,3,2013,September,78.03288635,51.35604433,65.22633904,906.5368965
Queens West,QW02,9,2013,March,79.662548,46.90775947,58.81730869,895.7415903
Queens West,QW02,7,2013,January,76.70947071,49.97465596,65.5782641,727.6245144
Queens West,QW02,10,2013,April,78.44525775,50.32642886,57.44890803,916.7693917
Queens West,QW02,8,2013,February,76.43313231,46.22556054,59.04300659,742.8006853
Queens West,QW02,2,2013,August,75.09986938,49.85006726,52.90710727,724.8664382
Queens West,QW02,1,2013,July,78.54127715,51.49376188,53.90776219,874.5796657
Queens West,QW02,12,2013,June,78.25199792,56.34332124,58.42149687,891.6286381
Queens West,QW02,11,2013,May,74.3907466,50.05027344,55.71974139,734.1478144
Queens West,QW02,4,2013,October,74.25015028,42.56650539,52.9362033,764.6628031
Queens West,QW02,5,2013,November,80.15935096,55.58677966,102.7358142,968.0816883
Queens West,QW02,6,2013,December,79.74356246,50.83626436,57.79890025,891.8625804
Queens West,QW02,3,2014,September,77.68577147,51.50374697,66.1120803,887.0742923
Queens West,QW02,10,2014,April,72.7711875,50.7519787,62.64907877,667.2512926
Queens West,QW02,12,2014,June,77.5837406,57.25637356,60.04571197,853.5656747
Queens West,QW02,1,2014,July,73.73182903,48.85020315,56.45913421,672.3219778
Queens West,QW02,2,2014,August,79.43177751,49.60392051,54.75590656,925.8812301
Queens West,QW02,7,2014,January,76.18546096,48.93875719,66.55091523,709.0080977
Queens West,QW02,9,2014,March,78.31386597,45.78080975,61.94242377,824.2927439
Queens West,QW02,11,2014,May,76.9674142,50.41425084,58.68693325,840.0301646
Queens West,QW02,8,2014,February,76.67089315,47.58658058,66.53908253,740.892368
Queens West,QW02,4,2014,October,74.41356498,49.02768974,66.28773299,745.6116913
Queens West,QW02,5,2014,November,79.58979691,50.7417588,66.676829,994.8035944
Queens West,QW02,6,2014,December,79.204266,51.82837212,60.91522465,856.1349515
Queens West,QW02,12,2015,June,77.31846002,55.67867083,64.23142569,838.6137224
Queens West,QW02,3,2015,September,77.565117,51.40071127,67.86739013,879.0973821
Queens West,QW02,1,2015,July,72.86502751,50.88972816,55.04127018,641.4109664
Queens West,QW02,2,2015,August,78.75498538,51.23770045,53.67365846,886.6977248
Queens West,QW02,11,2015,May,77.44225462,48.43724541,61.7077474,863.2744095
Queens West,QW02,9,2015,March,78.55372726,46.93627925,63.49734793,831.2998762
Queens West,QW02,8,2015,February,77.12995791,53.02754441,77.945963,734.6150559
Queens West,QW02,10,2015,April,72.92133426,49.40743139,64.31272487,672.8792457
Queens West,QW02,7,2015,January,80.16628718,43.99429286,59.94455121,917.0932856
Queens West,QW02,4,2015,October,73.93325512,51.24971525,68.56730999,720.7909501
Queens West,QW02,5,2015,November,79.40668171,50.97267705,69.12408748,979.8831157
Queens West,QW02,6,2015,December,75.07480726,55.08844897,64.0770818,667.342793
Queens West,QW02,10,2016,April,77.34892954,52.72165891,69.06633243,840.0637799
Queens West,QW02,7,2016,January,79.93115191,51.04148589,71.775693,866.3790104
Queens West,QW02,11,2016,May,77.46663755,52.38352093,67.90246661,847.9778294
Queens West,QW02,9,2016,March,73.95601281,47.28601704,69.72500665,637.4097381
Queens West,QW02,2,2016,August,78.85755797,51.09179367,60.48028999,882.3868455
Queens West,QW02,1,2016,July,73.04824906,50.3827605,60.21227308,642.6463854
Queens West,QW02,8,2016,February,75.30234123,52.35343908,74.5929438,669.1637134
Queens West,QW02,12,2016,June,73.06704545,51.86090557,68.6466224,669.2776525
Queens West,QW02,3,2016,September,72.79774875,50.91684786,74.34598665,675.4051162
Queens West,QW02,4,2016,October,77.84782576,52.51164919,74.87656042,882.5852689
Queens West,QW02,5,2016,November,79.09211941,51.3560658,77.6031542,949.4179033
Queens West,QW02,6,2016,December,74.45531161,55.96392678,68.37414934,639.6033908
Queens West,QW02,9,2017,March,74.47081214,46.66552113,71.04288397,654.5412684
Queens West,QW02,11,2017,May,72.23944223,51.10816407,69.75868259,642.0859633
Queens West,QW02,7,2017,January,78.75986824,51.03288655,75.57004999,799.7096578
Queens West,QW02,12,2017,June,76.70673004,51.92455762,71.20056514,809.0789721
Queens West,QW02,10,2017,April,76.72617385,51.32881167,75.15743756,806.2234182
Queens West,QW02,8,2017,February,75.62841921,47.66186028,72.47430979,692.7053027
Queens West,QW02,2,2017,August,73.9632992,51.83265893,64.116665,666.6721638
Queens West,QW02,3,2017,September,76.82038707,51.18005626,78.83948905,830.7587305
Queens West,QW02,1,2017,July,77.2634159,50.31152646,66.98030374,796.7407647
Queens West,QW02,4,2017,October,77.44941948,52.03146969,79.20763531,858.5665976
Queens West,QW02,6,2017,December,78.8148331,55.8209946,72.66628828,810.9042343
Queens West,QW02,5,2017,November,74.23256375,53.97760492,79.05487651,711.3554713
Queens West,QW02,8,2018,February,75.38032932,50.47876754,74.07782545,657.0942804
Queens West,QW02,1,2018,July,76.49619029,49.79584161,67.13618394,763.8884398
Queens West,QW02,3,2018,September,76.43217843,50.12797475,83.70613231,809.8082378
Queens West,QW02,7,2018,January,75.7072271,51.2266063,76.25081345,655.6443953
Queens West,QW02,9,2018,March,77.99373523,49.10193415,71.62324194,768.5059141
Queens West,QW02,11,2018,May,71.8589167,50.13013641,68.63955053,612.5207043
Queens West,QW02,12,2018,June,76.63652087,51.8135874,70.26288922,782.351958
Queens West,QW02,2,2018,August,73.92363087,48.60677303,68.90334541,665.4085899
Queens West,QW02,10,2018,April,76.85217371,52.31006258,77.15242217,785.9183665
Queens West,QW02,4,2018,October,77.21453418,48.90818164,90.2895604,841.2986638
Queens West,QW02,5,2018,November,74.14479107,51.92213525,82.05567184,688.9467684
Queens West,QW02,6,2018,December,78.78857222,52.81577319,75.5227784,787.9740914
Queens West,QW02,1,2019,July,76.36042054,50.27822628,66.99179912,734.7212233
Queens West,QW02,2,2019,August,73.46149657,50.03815899,67.11567167,630.1227419
Queens West,QW02,3,2019,September,75.96156387,50.68328688,84.77362329,765.2758235
Queens West,QW02,4,2019,October,72.48423079,48.5813909,82.90910596,642.4618954
Queens West,QW02,6,2019,December,78.10178047,48.97199756,67.28387222,776.2509067
Queens West,QW02,5,2019,November,77.3971661,49.27691012,82.70033267,823.5902291
Queens West,QW03,7,2005,January,72.24949048,36.59383604,53.20623592,617.7681945
